CCOC(=O)CCCCCCl,1.56
CCCCCCCCOC(C)=O,1.759
Oc1cc(Cl)c(Br)cc1Cl,2.253
COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,2.18
CC1=C(C)S(=O)(=O)CCS1(=O)=O,2.262
CCCCC(CC)CCC(C)N,2.37
c1coc(-c2nc3ccccc3[nH]2)c1,2.5660000000000003
COc1ccc(N)cc1,1.944
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.71
CCOP(=S)(OCC)SCCSCC(=O)NC,4.246
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1.789
Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,2.39
O=C(O)c1cc(O)ccc1O,2.285
C=CC(=O)NC,2.252
O=C(CCc1ccccc1)OC1=C(OC(=O)CCc2ccccc2)C(=O)OC1=O,1.596
CCNc1nc(Cl)nc(NC(C)(C)C)n1,2.095
CC(C)CCOC(=O)c1ccccc1,1.482
CCCCC(CC)COC(=O)c1ccccc1C(=O)O,2.317
CNP(O)(=S)OC(C)C,2.325
COc1ccc(OC)c(CC(C)N)c1,3.0580000000000003
CC(=O)c1ccc(OCC(=O)NN)cc1,2.0580000000000003
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,2.531
O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0.983
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,1.435
CCCCC(CC)OCCOCCO,1.842
N#Cc1ccc([N+](=O)[O-])cc1C#N,2.309
C=CCN(CC=C)CC=C,2.125
CCCCOC(=O)c1ccc(-n2nc(OCc3ccccc3)c3ccccc32)cc1,2.302
CS(=O)(=O)OCC1OC1C1OC1COS(C)(=O)=O,3.128
CC(=O)OCCOC(C)=O,1.329
CC(F)(F)C(F)(F)C(F)(F)C(O)(F)F,2.32
COc1cc2nc(C(F)(F)F)[nH]c2cc1OC,3.768
C#CCOC(C)=O,2.594
Cc1ccccc1C(=O)Nc1ccccc1,1.547
Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,2.482
CCOP(=O)(OCC)OCn1c(=O)oc2cc(Cl)ccc21,3.982
O=NN1CN2CN(C1)CN(N=O)C2,2.297
O=C1C2C3C=C(C(O)(c4ccccc4)c4ccccn4)C(C3=C(c3ccccc3)c3ccccn3)C2C(=O)N1Cc1ccccn1,5.064
NC(=O)c1c(F)cccc1F,1.6780000000000002
NCC1CCC(C(=O)O)CC1,1.719
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.609
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,3.696
NC1CCCCC1,2.803
CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,3.014
O=S(=O)(F)CCCl,3.467
C=CC(N)=O,2.758
CCOP(=S)(Oc1cnn(C)c(=O)c1OC)OC(C)C,5.003
Cc1c(Cl)cccc1CC(Cl)C#N,2.331
CCN(CC)Cc1cc(-c2ccccc2)ccc1O,3.96
CCNCC,2.132
Cc1nc(NCc2ccccc2)c2cc[nH]c2n1,3.474
O=P(O)(O)Oc1ccccc1,1.881
CCCCC(CC)COC(CBr)c1ccc(C2CCCC2)cc1,3.1830000000000003
CN1CCN(C)C1=O,1.958
O=C(O)c1cc(S(=O)(=O)O)ccc1O,1.95
c1ccc2c(c1)Cc1ccccc1N2,1.928
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.545
COC(CC(C)=O)OC,1.329
C=CCOC(C)=O,2.887
C=CCOCCC#N,1.932
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,3.69
CSc1ccc(Cl)cc1,2.5980000000000003
Cc1ccc(N=CN(C)Sc2ccc(Cl)cc2)c(C)c1,2.979
CCOC(=O)C=Cc1ccc(Cl)cc1,2.343
CC(C)=NOC(=O)Nc1ccccc1,2.096
CC(C)C1NC(=O)c2ccccc2O1,2.014
CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.511
Cc1cccc(N(CCO)CCO)c1,1.7990000000000002
CCC(C)C(CN(C)C)c1ccc(OC)c(Cl)c1,2.774
C=CCSSCC=C,2.75
Cc1cc(N)ccc1N,3.0780000000000003
CC(=O)Nc1ccc(N=NN(C)C)cc1,2.607
C=CC(C)C(C)C=O,1.297
CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],3.547
Cc1cccc(OCCC(C)C)c1N(C)C(=O)CCl,1.934
COc1ccc(N)cc1N,2.478
c1ccc2nc3ccccc3cc2c1,1.952
O=COCc1ccccc1,1.988
OCC(O)C(O)C(O)CO,0.965
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1.887
CCCCCCC(C)(C)S,1.461
COc1c(OP(=S)(NC(C)C)OC)cnn(C)c1=O,4.789
CCP(=S)(OC)Sc1ccccc1,3.412
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.059
COc1ccc(C(C)=O)cc1C,2.039
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,3.152
C=CC(=O)Nc1ccc(O)cc1,2.244
CCOCCC=O,2.055
CCOc1ccc([N+](=O)[O-])cc1,1.705
CCOCCC(OCC)OCC,2.042
CC(=O)OC12CCC(C)=CCC13CCC2C(C)(C=CC=C(C)C(=O)O)OC3=O,3.249
CCOP(OCC)OCC,1.715
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,4.787
CCN(CC)C(=O)c1ccccc1,1.948
CC1NC(=S)NC1=O,2.093
OC1(c2cccc(Cl)c2)c2ccccc2C2=NCCN21,3.153
Cc1cccnc1,2.367
O=C(NCCO[N+](=O)[O-])c1cccnc1,2.238
CC(=O)CC(=O)Nc1ccccc1Cl,1.261
NC1=NC(=O)C(c2ccccc2)O1,2.6060000000000003
O=CC(Br)=Cc1ccccc1,2.1630000000000003
O=C1C=CC(=O)c2c(O)cccc21,3.192
CC(=O)OC(C)(C)Cc1ccccc1,1.765
FC(F)(Cl)C(Cl)Cl,1.712
CCC(C)C(=O)O,1.766
COC(=O)c1c(Cl)c(Cl)c(C(=O)N(C)OC)c(Cl)c1Cl,2.489
Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl,2.204
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,2.8
C=CC(=O)OCC,2.097
CCN(CC)CC1CO1,2.488
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,2.005
CCOP(=O)(O)CCCl,2.14
Nc1ccc(N=Nc2ccc(O)cc2)cc1,2.039
CCOC(=O)CC(=O)CCl,2.915
Cc1ccc(Cl)cc1,1.78
COP(=O)(NC=O)SC,2.949
CC(C)=CCCC(C)=CC=O,1.487
CNC(=O)ON=C1SC(C)(C)SC1C,5.361000000000001
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,3.022
ClCC=C(Cl)CCl,2.852
Nc1ccc(S(=O)(=O)O)cc1,1.149
CC(C)(O)C(=O)c1ccccc1,1.986
CNC(=O)Oc1ccc(C)c2c1OC(C)(C)C2,4.292
NC(N)=S,2.785
Cc1ccc(C(=O)c2ccc(CC(=O)NCCn3cnc4c3c(=O)n(C)c(=O)n4C)n2C)cc1,2.5860000000000003
NC(=O)N1CCC(c2ccccc2)CC1,2.4130000000000003
CCCCCCCCC=CCCCCCCCC(=O)OCCOC,1.483
O=C(O)CCl,2.212
CNC(=O)ON=C1SCSC1(C)C,5.517
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.646
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,3.788
C1C2OC2C2C1C1CC2C2OC12,2.893
Cc1ccc(CO)cc1,1.496
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.282
C=COCCOCCCC,1.668
CS(=O)(=O)N(SC(Cl)(Cl)C(F)(Cl)Cl)c1ccc(Cl)cc1,2.458
CNC(=O)Oc1ccccc1C(OC)OC,3.149
CC(=O)C1(C)C(C)(C)c2ccc(C)cc2C1(C)C,2.158
C=CSC=C,2.705
CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,2.006
O=C(CCO)OCCc1ccccc1,1.396
Cc1c(C(=O)N(C)C)nnn1-c1ccccc1,2.6630000000000003
COC(OC)c1ccccc1[N+](=O)[O-],1.761
Clc1ccc(C(Cl)(Cl)c2ccc(Cl)cc2)cc1,3.26
FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,2.942
COC(=O)c1ccccc1O,2.234
CNC(=O)ON=C1SC(=NC(C)(C)C)SC1(C)C,3.963
N#CC1CCC2OC2C1,2.001
CCNC(C)C(C)C,2.42
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.944
CC(C)=CC1CC(C)CCO1,1.555
CCCC(=O)CC,1.474
Oc1ccc(Cl)cc1Cc1ccccc1,2.109
CCCSP(=O)(OCC)SCCC,3.853
CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,1.937
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,2.758
Cc1cccc(N)c1C,2.114
CCO[Si](C)(CCP(=O)(OCC)OCC)OCC,2.481
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,2.156
CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,2.155
O=C1CCCCC1Cc1ccc2c(c1)OCO2,1.471
CC(=O)OC(C(=O)NC(N)=O)c1ccccc1,2.051
CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,1.658
CC=CCOC(CC)OCC=CC,1.935
Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,2.8110000000000004
Clc1ccc(CSc2ccc(Cl)cc2)cc1,2.129
c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,2.525
N#CCCOCCC#N,1.642
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,1.481
CCCCC(CC)(CO)CO,1.5019999999999998
CCCOC(C1=NCCN1)c1ccccc1,2.795
CO[Si](CCCNCCCN)(OC)OC,1.797
CCOP(=O)(Oc1cnn(C)c(=O)c1OC)SC(C)C,3.809
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,2.0980000000000003
N#CC(Cl)(Cl)Cl,2.762
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.841
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,2.846
O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,2.475
